angle_total_width_bins,axis_sign,bin_mode,candidate,formula,hit_count,mean_abs_peak_angle_error_deg,mean_contrast_db,overlap_ratio,projection_hit_rate,range_mask_name,subset,target_count,unit_mode
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",5,62.03337109873173,6.881194003792697,0.06976744186046512,0.11627906976744186,default,strong,43,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",6,50.078757854242234,6.244339324135817,0.0,0.022900763358778626,default,non_overlap_only_weak,262,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,,,0.0,0.0,default,overlap_only_weak,0,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",16,53.05321569745104,6.905807228975518,0.03617571059431524,0.041343669250646,default,all,387,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",7,50.078757854242234,6.695463733818695,0.026717557251908396,0.026717557251908396,default,weak,262,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,57.8478653641051,7.354806341776034,0.024390243902439025,0.04878048780487805,default,mid,82,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",5,62.03337109873173,7.331204170404479,0.11627906976744186,0.11627906976744186,default,strong,43,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",7,49.12205488185337,6.698941802978515,0.0,0.027450980392156862,default,non_overlap_only_weak,255,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,84.93008041983624,6.568762642996652,1.0,0.0,default,overlap_only_weak,7,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",19,53.05321569745104,7.328087355739386,0.05426356589147287,0.04909560723514212,default,all,387,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",8,50.078757854242234,7.038805823289711,0.030534351145038167,0.030534351145038167,default,weak,262,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",5,57.8478653641051,7.8255082572378765,0.036585365853658534,0.06097560975609756,default,mid,82,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",6,62.03337109873173,8.14211636920308,0.23255813953488372,0.13953488372093023,default,strong,43,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",8,49.18472793572666,7.048218629491611,0.0,0.031496062992125984,default,non_overlap_only_weak,254,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,78.46420776711176,6.7399492263793945,1.0,0.0,default,overlap_only_weak,8,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",33,53.05321569745104,8.00281569015148,0.07235142118863049,0.08527131782945736,default,all,387,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",12,50.078757854242234,7.648855398629458,0.030534351145038167,0.04580152671755725,default,weak,262,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",13,57.8478653641051,8.594719584395246,0.07317073170731707,0.15853658536585366,default,mid,82,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",8,62.03337109873173,9.030757016913835,0.32558139534883723,0.18604651162790697,default,strong,43,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",12,49.18472793572666,7.661993942861482,0.0,0.047244094488188976,default,non_overlap_only_weak,254,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,78.46420776711176,7.231706619262695,1.0,0.0,default,overlap_only_weak,8,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",34,53.05321569745104,8.477485420167909,0.09302325581395349,0.08785529715762273,default,all,387,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",12,50.078757854242234,8.161715267268756,0.03435114503816794,0.04580152671755725,default,weak,262,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",14,57.8478653641051,9.01151694321051,0.15853658536585366,0.17073170731707318,default,mid,82,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",8,62.03337109873173,9.383094610169877,0.32558139534883723,0.18604651162790697,default,strong,43,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",12,48.97968227649548,8.131494212998703,0.0,0.04743083003952569,default,non_overlap_only_weak,253,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,80.9749935397898,9.011262681749132,1.0,0.0,default,overlap_only_weak,9,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",47,53.05321569745104,9.20288885348219,0.10335917312661498,0.12144702842377261,default,all,387,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",18,50.078757854242234,9.003372556380643,0.04961832061068702,0.06870229007633588,default,weak,262,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",18,57.8478653641051,9.540773112599442,0.15853658536585366,0.21951219512195122,default,mid,82,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",11,62.03337109873173,9.774208867272666,0.32558139534883723,0.2558139534883721,default,strong,43,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",17,49.51454015868468,8.875036584325583,0.0,0.06827309236947791,default,non_overlap_only_weak,249,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",1,60.885696792229055,11.461500021127554,1.0,0.07692307692307693,default,overlap_only_weak,13,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",29,51.43586706441117,7.373438310253528,0.0103359173126615,0.07493540051679587,wide,all,387,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",11,49.45688578831043,7.013722094367532,0.0,0.043137254901960784,wide,weak,255,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,52.532262934353845,7.606281974098899,0.022727272727272728,0.10227272727272728,wide,mid,88,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,60.71217135647321,8.992469960992986,0.045454545454545456,0.20454545454545456,wide,strong,44,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",11,49.45688578831043,7.013722094367532,0.0,0.043137254901960784,wide,non_overlap_only_weak,255,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,,,0.0,0.0,wide,overlap_only_weak,0,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",30,51.43586706441117,7.861985169639883,0.041343669250646,0.07751937984496124,wide,all,387,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",12,49.45688578831043,7.428264722637102,0.03137254901960784,0.047058823529411764,wide,weak,255,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,52.532262934353845,8.167670206590133,0.045454545454545456,0.10227272727272728,wide,mid,88,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,60.71217135647321,9.764222231778232,0.09090909090909091,0.20454545454545456,wide,strong,44,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",12,48.46964236618227,7.489315264620761,0.0,0.048582995951417005,wide,non_overlap_only_weak,247,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,79.93802644651753,5.543329238891602,1.0,0.0,wide,overlap_only_weak,8,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",33,51.43586706441117,8.307642056960468,0.059431524547803614,0.08527131782945736,wide,all,387,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",14,49.45688578831043,7.842572769464231,0.03137254901960784,0.054901960784313725,wide,weak,255,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",10,52.532262934353845,8.571908430619674,0.06818181818181818,0.11363636363636363,wide,mid,88,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,60.71217135647321,10.474397225813432,0.20454545454545456,0.20454545454545456,wide,strong,44,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",14,48.46964236618227,7.892975841939208,0.0,0.05668016194331984,wide,non_overlap_only_weak,247,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,79.93802644651753,6.286377906799316,1.0,0.0,wide,overlap_only_weak,8,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",48,51.43586706441117,8.970831198285717,0.09302325581395349,0.12403100775193798,wide,all,387,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",18,49.45688578831043,8.41807233025046,0.054901960784313725,0.07058823529411765,wide,weak,255,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",19,52.532262934353845,9.280734972520309,0.06818181818181818,0.2159090909090909,wide,mid,88,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",11,60.71217135647321,11.554512544111772,0.36363636363636365,0.25,wide,strong,44,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",16,49.52980385218474,8.460980838759806,0.0,0.06639004149377593,wide,non_overlap_only_weak,241,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",2,48.20165340304557,7.6794330051967075,1.0,0.14285714285714285,wide,overlap_only_weak,14,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",52,51.43586706441117,9.382629976100084,0.11369509043927649,0.1343669250645995,wide,all,387,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",21,49.45688578831043,8.850241208543965,0.054901960784313725,0.08235294117647059,wide,weak,255,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",20,52.532262934353845,9.676509380340576,0.1590909090909091,0.22727272727272727,wide,mid,88,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",11,60.71217135647321,11.880306070501154,0.36363636363636365,0.25,wide,strong,44,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",19,49.52980385218474,8.884708230426202,0.0,0.07883817427385892,wide,non_overlap_only_weak,241,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",2,48.20165340304557,8.256916046142578,1.0,0.14285714285714285,wide,overlap_only_weak,14,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",69,51.43586706441117,10.125187689019729,0.12403100775193798,0.17829457364341086,wide,all,387,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",32,49.45688578831043,9.733499295103783,0.07058823529411765,0.12549019607843137,wide,weak,255,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",24,52.532262934353845,10.077827496962113,0.1590909090909091,0.2727272727272727,wide,mid,88,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",13,60.71217135647321,12.489920356056906,0.36363636363636365,0.29545454545454547,wide,strong,44,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",27,50.07116853381782,9.67026769259811,0.0,0.11392405063291139,wide,non_overlap_only_weak,237,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",5,41.36882963913,10.566048728095161,1.0,0.2777777777777778,wide,overlap_only_weak,18,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",5,36.49317212663696,5.142199957401561,0.06718346253229975,0.012919896640826873,narrow,all,387,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.248114479451125,4.603782606713565,0.012345679012345678,0.0,narrow,weak,243,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,33.21171323170683,5.314316565530342,0.17543859649122806,0.0,narrow,mid,114,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",5,26.647682869576762,8.849337387084962,0.1,0.16666666666666666,narrow,strong,30,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.29601537848669,4.571466636657715,0.0,0.0,narrow,non_overlap_only_weak,240,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,35.41604255660524,7.189060211181641,1.0,0.0,narrow,overlap_only_weak,3,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",5,36.49317212663696,5.669955044137723,0.24289405684754523,0.012919896640826873,narrow,all,387,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.248114479451125,5.068394099733957,0.10699588477366255,0.0,narrow,weak,243,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,33.21171323170683,6.049880579898232,0.40350877192982454,0.0,narrow,mid,114,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",5,26.647682869576762,9.098881657918295,0.7333333333333333,0.16666666666666666,narrow,strong,30,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.007571114291906,5.17364498437275,0.0,0.0,narrow,non_overlap_only_weak,217,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,41.255726411741506,4.189954024094802,1.0,0.0,narrow,overlap_only_weak,26,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",10,36.49317212663696,6.2367256420835355,0.24289405684754523,0.025839793281653745,narrow,all,387,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.248114479451125,5.54148210125205,0.10699588477366255,0.0,narrow,weak,243,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",2,33.21171323170683,6.566299271165279,0.40350877192982454,0.017543859649122806,narrow,mid,114,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",8,26.647682869576762,10.615818532307943,0.7333333333333333,0.26666666666666666,narrow,strong,30,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.007571114291906,5.67119645852647,0.0,0.0,narrow,non_overlap_only_weak,217,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,41.255726411741506,4.458866119384766,1.0,0.0,narrow,overlap_only_weak,26,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",17,36.49317212663696,7.060649842254875,0.24289405684754523,0.04392764857881137,narrow,all,387,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.248114479451125,6.291394755673506,0.10699588477366255,0.0,narrow,weak,243,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",5,33.21171323170683,7.440209472388552,0.40350877192982454,0.043859649122807015,narrow,mid,114,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",12,26.647682869576762,11.84928944905599,0.7333333333333333,0.4,narrow,strong,30,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.007571114291906,6.397665401757587,0.0,0.0,narrow,non_overlap_only_weak,217,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,41.255726411741506,5.404443594125601,1.0,0.0,narrow,overlap_only_weak,26,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",24,36.49317212663696,7.762284803760144,0.24289405684754523,0.06201550387596899,narrow,all,387,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.248114479451125,6.929931310959804,0.10699588477366255,0.0,narrow,weak,243,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",10,33.21171323170683,8.28642393413343,0.40350877192982454,0.08771929824561403,narrow,mid,114,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",14,26.647682869576762,12.512619400024414,0.7333333333333333,0.4666666666666667,narrow,strong,30,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.007571114291906,6.997014375326271,0.0,0.0,narrow,non_overlap_only_weak,217,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,41.255726411741506,6.370045735285832,1.0,0.0,narrow,overlap_only_weak,26,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",32,36.49317212663696,8.557975552186793,0.24289405684754523,0.082687338501292,narrow,all,387,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.248114479451125,7.884188177163709,0.10699588477366255,0.0,narrow,weak,243,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",16,33.21171323170683,8.924083207782946,0.40350877192982454,0.14035087719298245,narrow,mid,114,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",16,26.647682869576762,12.624444198608398,0.7333333333333333,0.5333333333333333,narrow,strong,30,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.007571114291906,7.924864263578494,0.0,0.0,narrow,non_overlap_only_weak,217,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,41.255726411741506,7.544699302086463,1.0,0.0,narrow,overlap_only_weak,26,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",9,36.052508098851085,6.165293967076974,0.268733850129199,0.023255813953488372,default,all,387,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.454819185771804,5.575915212849624,0.08396946564885496,0.0,default,weak,262,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,30.816933068879337,6.469869846250953,0.6097560975609756,0.0,default,mid,82,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",9,25.306267347326802,9.175573304642079,0.7441860465116279,0.20930232558139536,default,strong,43,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,40.0808137116238,5.502498118082682,0.0,0.0,default,non_overlap_only_weak,240,radians_treated_as_degrees
1,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,32.62578799465925,6.376828973943537,1.0,0.0,default,overlap_only_weak,22,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",9,36.052508098851085,6.622879294461982,0.4754521963824289,0.023255813953488372,default,all,387,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.454819185771804,5.986359952970315,0.2786259541984733,0.0,default,weak,262,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,30.816933068879337,7.159852935046684,0.8292682926829268,0.0,default,mid,82,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",9,25.306267347326802,9.477210200110147,1.0,0.20930232558139536,default,strong,43,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.77965650888093,5.982994483261512,0.0,0.0,default,non_overlap_only_weak,189,radians_treated_as_degrees
2,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,38.613802006763244,5.995073292353382,1.0,0.0,default,overlap_only_weak,73,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",17,36.052508098851085,7.171148098100371,0.4754521963824289,0.04392764857881137,default,all,387,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.454819185771804,6.366438960301057,0.2786259541984733,0.0,default,weak,262,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",5,30.816933068879337,7.813129518090225,0.8292682926829268,0.06097560975609756,default,mid,82,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",12,25.306267347326802,10.850015950757404,1.0,0.27906976744186046,default,strong,43,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.77965650888093,6.383617401123047,0.0,0.0,default,non_overlap_only_weak,189,radians_treated_as_degrees
3,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,38.613802006763244,6.321963271049604,1.0,0.0,default,overlap_only_weak,73,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",26,36.052508098851085,7.930371493948215,0.4754521963824289,0.06718346253229975,default,all,387,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.454819185771804,6.977005441680209,0.2786259541984733,0.0,default,weak,262,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",8,30.816933068879337,8.771719025402534,0.8292682926829268,0.0975609756097561,default,mid,82,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",18,25.306267347326802,12.134822845458984,1.0,0.4186046511627907,default,strong,43,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.77965650888093,6.997612019695302,0.0,0.0,default,non_overlap_only_weak,189,radians_treated_as_degrees
5,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,38.613802006763244,6.923654164353462,1.0,0.0,default,overlap_only_weak,73,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",32,36.052508098851085,8.614622998299216,0.4754521963824289,0.082687338501292,default,all,387,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.454819185771804,7.572402721142951,0.2786259541984733,0.0,default,weak,262,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",10,30.816933068879337,9.672300292224419,0.8292682926829268,0.12195121951219512,default,mid,82,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",22,25.306267347326802,12.947929382324219,1.0,0.5116279069767442,default,strong,43,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,39.77965650888093,7.527929618875817,0.0,0.0,default,non_overlap_only_weak,189,radians_treated_as_degrees
7,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",0,38.613802006763244,7.687545410574299,1.0,0.0,default,overlap_only_weak,73,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",39,36.052508098851085,9.38873430986429,0.4754521963824289,0.10077519379844961,default,all,387,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",1,39.454819185771804,8.509573346785917,0.2786259541984733,0.003816793893129771,default,weak,262,radians_treated_as_degrees
10,normal,fftshift_linear_sin,atan2_px_py_radians_treated_as_degrees,"atan2(px, py)",13,30.816933068879337,10.172906968651748,0.8292682926829268,0.15853658536585366,default,mid,82,radians_treated_as_degrees
